bairro|rua|tipo|area_m2|quartos|suites|vagas|padrao|acab|comercial|preco|data|fonte|titulo
Universidade|Alphaville 1|casa|220|3|2|5|luxo|pronto|nao|1150000|06/2026|OLX|Casa Alphaville I 220m2
Universidade||casa|102|2|2|2|alto|pronto|nao|694465|05/2026|OLX|Casa Universidade 102m2
Universidade|Alphaville 1|casa|298|4|4|4|luxo|pronto|nao|1900000|05/2026|OLX|Casa Alphaville 1 298m2
Universidade|Alphaville 1|casa|195|3|4|5|luxo|pronto|nao|950000|05/2026|OLX|Casa Alphaville 1 195m2
Universidade|Alphaville 1|casa|300|3|4|3|luxo|pronto|nao|1790000|05/2026|OLX|Casa Alphaville 300m2
Universidade|Alphaville 2|casa|191|3|1|5|luxo|pronto|nao|950000|05/2026|OLX|Casa Alphaville 2 191m2
Universidade|Alphaville 2|casa|190|3|2|4|luxo|pronto|nao|1450000|05/2026|OLX|Casa Alphaville 2 190m2
Universidade|Alphaville 2|casa|190|3|2|1|luxo|pronto|nao|1000000|05/2026|OLX|Casa Alphaville 2 190m2 b
Universidade|Cond Dona Olivia|apartamento|51|2|1|2|medio|pronto|nao|295000|05/2026|OLX|Apt Dona Olivia 51m2
Universidade|Alphaville 2|casa|180|3|2|5|luxo|pronto|nao|1200000|05/2026|OLX|Casa Terras Alphaville 2 180m2
Universidade|Alphaville 2|casa|195|3|2|4|luxo|pronto|nao|1450000|05/2026|OLX|Casa Terras Alphaville 2 195m2
Universidade|Alphaville 1|casa|200|3|4|0|luxo|pronto|nao|1250000|05/2026|OLX|Casa Alphaville I 200m2
Universidade||apartamento|40|2|1|1|simples|pronto|nao|222990|05/2026|OLX|Apt Olivia Flores 40m2
Universidade|Cond Duque Du Lest|casa|142|4|2|5|alto|pronto|nao|720000|05/2026|OLX|Casa Duque Du Lest 142m2
Universidade|Cond Dona Olivia|apartamento|70|2|1|2|medio|pronto|nao|320000|05/2026|OLX|Apt Dona Olivia 70m2
Universidade|Alphaville 1|casa|178|3|4|0|luxo|pronto|nao|950000|04/2026|OLX|Casa Alphaville I 178m2
Universidade|Alphaville 1|casa|195|3|2|2|luxo|pronto|nao|950000|04/2026|OLX|Casa Alphaville 1 195m2 b
Universidade|Alphaville 2|casa|187|3|2|1|luxo|pronto|nao|930000|04/2026|OLX|Casa Alphaville 2 187m2
Universidade|Alphaville 1|casa|325|5|2|1|luxo|pronto|nao|1900000|04/2026|OLX|Casa Alphaville 1 325m2
Universidade|Alphaville 2|casa|194|3|2|5|luxo|pronto|nao|1050000|04/2026|OLX|Casa Alphaville 2 194m2
Universidade|Alphaville 1|casa|325|4|3|1|luxo|pronto|nao|2100000|04/2026|OLX|Casa nova Alphaville 1 325m2
Universidade|Alphaville 1|casa|215|3|2|1|luxo|pronto|nao|1150000|04/2026|OLX|Casa Alphaville 1 215m2
Universidade|Haras Camping Club|casa|295|4|5|5|luxo|pronto|nao|1850000|04/2026|OLX|Casa Haras Camping Club 295m2
Universidade|Alphaville 1|casa|249|3|4|4|luxo|pronto|nao|1249000|05/2026|OLX|Casa Alphaville 1 249m2
Zabele||casa|63|2|1|2|simples|pronto|nao|118465|06/2026|OLX|Casa Zabele 63m2
Zabele||casa|125|3|1|2|simples|pronto|nao|260000|06/2026|OLX|Casa Zabele 125m2
Zabele|Cond Morada Jardim Guanabara|apartamento|60|2|1|2|simples|pronto|nao|205000|06/2026|OLX|Apt Morada Jardim Guanabara 60m2
Zabele|Cidade Maravilhosa|casa|82|3|2|2|simples|pronto|nao|250000|06/2026|OLX|Casa Cidade Maravilhosa 82m2
Zabele|Terras do Remanso|casa|250|3|3|2|medio|pronto|nao|290000|06/2026|OLX|Casa Terras do Remanso 250m2
Zabele|Senhorinha Cairo|casa|90|2|1|2|simples|pronto|nao|210000|06/2026|OLX|Casa Senhorinha Cairo 90m2
Zabele|Lot Conveima I|casa|125|3|2|2|simples|pronto|nao|265000|06/2026|OLX|Casa Conveima 125m2
Zabele|Cond Morada dos Passaros|casa|100|3|2|2|medio|pronto|nao|300000|06/2026|OLX|Casa Morada dos Passaros 100m2
Zabele|Terras do Remanso|casa|90|3|2|2|medio|pronto|nao|280000|06/2026|OLX|Duplex Terras do Remanso 90m2
Zabele|Miro Cairo|casa|50|2|1|2|simples|pronto|nao|190000|05/2026|OLX|Casa Miro Cairo 50m2
Zabele|Cond Terras Premium|casa|75|3|2|5|simples|pronto|nao|230000|05/2026|OLX|Casa Terras Premium 75m2
Zabele|Senhorinha Cairo|casa|54|2|1|2|simples|pronto|nao|205000|05/2026|OLX|Casa Senhorinha Cairo 54m2
Zabele|Cidade Maravilhosa|casa|80|3|1|0|simples|pronto|nao|230000|05/2026|OLX|Casa Cidade Maravilhosa 80m2
Zabele|Cidade Maravilhosa|casa|250|2|2|0|simples|pronto|nao|260000|05/2026|OLX|Casa Cidade Maravilhosa 250m2
Zabele|Cidade Maravilhosa|casa|65|3|1|2|simples|pronto|nao|250000|05/2026|OLX|Casa Cidade Maravilhosa 65m2
Zabele|Cidade Modelo|casa|65|3|2|2|simples|pronto|nao|265000|05/2026|OLX|Casa Cidade Modelo 65m2
Zabele|Cond Portal do Sol|casa|340|4|5|5|luxo|pronto|nao|1490000|04/2026|OLX|Casa Portal do Sol 340m2
Zabele||casa|78|3|2|2|simples|pronto|nao|250000|04/2026|OLX|Casa Zabele 78m2
Zabele|Senhorinha Cairo|casa|54|2|1|2|simples|pronto|nao|205000|04/2026|OLX|Casa Senhorinha Cairo 54m2 b
Zabele||casa|189|3|5|2|medio|pronto|nao|239000|04/2026|OLX|Casa Zabele 189m2
